run_id,ticker,market_cap_tier_at_buy,buy_date,buy_price,entry_reason,entry_indicator_values,sell_date,sell_price,exit_reason,exit_indicator_values,days_held,pnl_inr,pnl_pct
orch_technical_20260729_185705_55ffcbe8,BASML,,2016-07-01,261.15,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 16.247496, ""feature__sma_200_ratio"": 1.222834, ""feature__composite_momentum_63d"": 0.359802}",2016-07-08,244.85,exit_model_urgent,,7,-1977.942103141202,-0.06643832787976266
orch_technical_20260729_185705_55ffcbe8,ASTRAL,,2016-07-01,215.5360413046,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 4.994583, ""feature__sma_200_ratio"": 1.154351, ""feature__composite_momentum_63d"": 0.176378}",2016-07-12,203.5037434668,exit_model_urgent,,11,-1792.989303908762,-0.05984708426101911
orch_technical_20260729_185705_55ffcbe8,CYBERTECH,,2016-07-01,61.75,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 7.204861, ""feature__sma_200_ratio"": 1.28275, ""feature__composite_momentum_63d"": 0.705801}",2016-07-12,57.45,exit_model_urgent,,11,-2205.956627784999,-0.07365771953036433
orch_technical_20260729_185705_55ffcbe8,BANCOINDIA,,2016-07-01,157.65,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 10.476524, ""feature__sma_200_ratio"": 1.250139, ""feature__composite_momentum_63d"": 0.432531}",2016-07-13,149.15,exit_model_urgent,,12,-1735.4757327219995,-0.05793899653536313
orch_technical_20260729_185705_55ffcbe8,BANG,,2016-07-01,26.0,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 64.037855, ""feature__sma_200_ratio"": 2.160994, ""feature__composite_momentum_63d"": 0.843972}",2016-07-19,23.65,exit_model_urgent,,18,-2830.124273976002,-0.09440670738461544
orch_technical_20260729_185705_55ffcbe8,ARCHIDPLY,,2016-07-01,51.25,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 1.585728, ""feature__sma_200_ratio"": 1.057132, ""feature__composite_momentum_63d"": 0.125137}",2016-08-02,50.6,signal,"{""template_name"": ""C3"", ""matched"": false}",32,-626.7585957750016,-0.020905018829268346
orch_technical_20260729_185705_55ffcbe8,BALAMINES,,2016-07-01,267.22608569,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 7.613705, ""feature__sma_200_ratio"": 1.645615, ""feature__composite_momentum_63d"": 0.507861}",2016-08-02,299.7648792184,signal,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 11.947232, ""feature__sma_200_ratio"": 1.683342, ""feature__composite_momentum_63d"": 0.462024}",32,3523.966390218953,0.1177429424440818
orch_technical_20260729_185705_55ffcbe8,CCHHL,,2016-07-01,13.3,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 5.13834, ""feature__sma_200_ratio"": 1.14244, ""feature__composite_momentum_63d"": 0.225806}",2016-08-02,12.5,signal,"{""template_name"": ""C3"", ""matched"": false}",32,-2050.5928722179997,-0.06837246793984961
orch_technical_20260729_185705_55ffcbe8,CEMPRO,,2016-07-01,143.7641786056,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 15.323224, ""feature__sma_200_ratio"": 1.352433, ""feature__composite_momentum_63d"": 0.32326}",2016-08-02,144.2118871203,signal,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 3.609721, ""feature__sma_200_ratio"": 1.278298, ""feature__composite_momentum_63d"": 0.174635}",32,-27.149041494882113,-0.0009079051487105268
orch_technical_20260729_185705_55ffcbe8,DTIL,,2016-07-01,221.6333333333,buy,"{""template_name"": ""C3"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 2, ""total_conditions"": 2, ""feature__roc_10"": 7.868267, ""feature__sma_200_ratio"": 1.244943, ""feature__composite_momentum_63d"": 0.360827}",2016-08-02,211.3666666667,signal,"{""template_name"": ""C3"", ""matched"": false}",32,-1632.0091036769627,-0.054544847301255264
