run_id,ticker,market_cap_tier_at_buy,buy_date,buy_price,entry_reason,entry_indicator_values,sell_date,sell_price,exit_reason,exit_indicator_values,days_held,pnl_inr,pnl_pct
orch_momentum_20260725_190338_d147d3db,BHAGERIA,,2016-10-04,637.6,buy,"{""trailing_momentum"": 1.9711090400745577, ""lookback_days"": 63, ""in_top_n"": true}",2016-10-13,565.45,exit_model_urgent,,9,-3511.5808353823995,-0.1171808122007528
orch_momentum_20260725_190338_d147d3db,DUCON,,2016-10-04,36.5,buy,"{""trailing_momentum"": 1.4252491694352156, ""lookback_days"": 63, ""in_top_n"": true}",2016-10-17,51.2,exit_model_urgent,,13,11948.171980082006,0.39871763402739746
orch_momentum_20260725_190338_d147d3db,CENTEXT,,2016-10-04,6.05,buy,"{""trailing_momentum"": 1.5744680851063828, ""lookback_days"": 63, ""in_top_n"": true}",2016-10-19,8.4,exit_model_urgent,,15,11530.653730577204,0.3844076600661159
orch_momentum_20260725_190338_d147d3db,DONEAR,,2016-10-04,68.75,buy,"{""trailing_momentum"": 1.3424190800681428, ""lookback_days"": 63, ""in_top_n"": true}",2016-10-19,61.85,exit_model_urgent,,15,-3128.9622076999985,-0.10438572836363631
orch_momentum_20260725_190338_d147d3db,ELECTHERM,,2016-10-04,159.4,buy,"{""trailing_momentum"": 1.07012987012987, ""lookback_days"": 63, ""in_top_n"": true}",2016-10-25,232.7,exit_model_urgent,,21,13659.869164617598,0.455827343382685
orch_momentum_20260725_190338_d147d3db,BPL,,2016-10-04,92.75,buy,"{""trailing_momentum"": 1.7199413489736068, ""lookback_days"": 63, ""in_top_n"": true}",2016-10-28,77.8,exit_model_urgent,,24,-4949.344837659002,-0.16520807582749333
orch_momentum_20260725_190338_d147d3db,ENERGYDEV,,2016-10-04,234.85,buy,"{""trailing_momentum"": 1.9083591331269347, ""lookback_days"": 63, ""in_top_n"": true}",2016-11-02,209.05,exit_model_urgent,,29,-3396.5627148873973,-0.11387944775899501
orch_momentum_20260725_190338_d147d3db,DSSL,,2016-11-04,21.85,buy,"{""trailing_momentum"": 1.071090047393365, ""lookback_days"": 63, ""in_top_n"": true}",2016-11-09,18.9,exit_model_urgent,,5,-4271.263090541204,-0.13903353364759738
orch_momentum_20260725_190338_d147d3db,AGARIND,,2016-11-04,328.35,buy,"{""trailing_momentum"": 1.451287793952968, ""lookback_days"": 63, ""in_top_n"": true}",2016-11-17,294.95,exit_model_urgent,,13,-3229.0208134626046,-0.10574281683630286
orch_momentum_20260725_190338_d147d3db,CGCL,,2016-10-04,16.7966280919146,buy,"{""trailing_momentum"": 1.4876338132152087, ""lookback_days"": 63, ""in_top_n"": true}",2016-11-18,14.84503886562448,exit_model_urgent,,45,-3606.1962022413354,-0.12021143760023735
